id,name,url_key,url_product,image_base_url,rating_average,review_count,quantity_sold,brand_name,category,category_id,current_seller,inventory_status,stock_item_qty,original_price,discount,price,seller_rating,review_count_seller,url_seller,Seller_Type
1634981,"Giấy thấm dầu kiểm soát nhờn, ngừa mụn Acnes Oil Remover Paper 100 tờ",giay-tham-dau-kiem-soat-nhon-ngua-mun-acnes-oil-remover-paper-100-to-p1634981,https://tiki.vn/giay-tham-dau-kiem-soat-nhon-ngua-mun-acnes-oil-remover-paper-100-to-p1634981.html,https://salt.tikicdn.com/ts/product/40/7a/7e/c97d3c8fea0b50e0ea4b126b451f5d4f.jpg,4.7,261,"{'text': 'Đã bán 106k', 'value': 106062}",Acnes,"['Làm Đẹp - Sức Khỏe', 'Chăm sóc da mặt', 'Bông tẩy trang']","[1520, 1582, 5865]",Tiki Trading,available,1000,33000,4400,28600,4.674,5532472,https://tiki.vn/cua-hang/tiki-trading,Tiki Trading
1537315,Gel bôi trơn Durex K-Y Jelly 50g - KY Jelly,gel-boi-tron-durex-k-y-jelly-50g-ky-jelly-p1537315,https://tiki.vn/gel-boi-tron-durex-k-y-jelly-50g-ky-jelly-p1537315.html,https://salt.tikicdn.com/ts/product/38/0b/74/419f4972cbb1eb958ce8cb89f57d431c.jpg,4.7,472,"{'text': 'Đã bán 43k', 'value': 43928}",Durex,"['Làm Đẹp - Sức Khỏe', 'Hỗ trợ tình dục', 'Gel bôi trơn']","[1520, 8142, 1631]",Tiki Trading,available,1000,90000,8000,82000,4.674,5532472,https://tiki.vn/cua-hang/tiki-trading,Tiki Trading
767101,Bao cao su Durex Kingtex 12 bao,bao-cao-su-durex-kingtex-12-bao-p767101,https://tiki.vn/bao-cao-su-durex-kingtex-12-bao-p767101.html,https://salt.tikicdn.com/media/catalog/producttmp/d3/36/3e/6f9e83f2f25f1196858fe3c78e86b186.jpg,4.6,1472,"{'text': 'Đã bán 66k', 'value': 66326}",Durex,"['Làm Đẹp - Sức Khỏe', 'Hỗ trợ tình dục', 'Bao cao su']","[1520, 8142, 1630]",Tiki Trading,available,1000,196000,82000,114000,4.674,5532472,https://tiki.vn/cua-hang/tiki-trading,Tiki Trading
632681,Dầu xả Selsun dưỡng tóc dành cho tóc gàu Selsun Anti-Dandruff Conditioner 100ml,dau-xa-selsun-duong-toc-danh-cho-toc-gau-selsun-anti-dandruff-conditioner-100ml-p632681,https://tiki.vn/dau-xa-selsun-duong-toc-danh-cho-toc-gau-selsun-anti-dandruff-conditioner-100ml-p632681.html,https://salt.tikicdn.com/ts/product/cc/e8/1f/24e1879b2362a00afcd41fbcfacd68cf.jpg,4.8,235,"{'text': 'Đã bán 12k', 'value': 12010}",Selsun,"['Làm Đẹp - Sức Khỏe', 'Chăm sóc tóc và da đầu', 'Dầu gội, dầu xả', 'Dầu Xả']","[1520, 1591, 8222, 1616]",Tiki Trading,available,1000,58000,8000,50000,4.674,5532472,https://tiki.vn/cua-hang/tiki-trading,Tiki Trading
632680,"Dầu gội Selsun chống gàu, sạch gàu & hết ngứa da đầu Selsun Anti-Dandruff Shampoo 100ml",dau-goi-selsun-chong-gau-sach-gau-het-ngua-da-dau-selsun-anti-dandruff-shampoo-100ml-p632680,https://tiki.vn/dau-goi-selsun-chong-gau-sach-gau-het-ngua-da-dau-selsun-anti-dandruff-shampoo-100ml-p632680.html,https://salt.tikicdn.com/ts/product/41/d1/1c/3a2c7b15659284abc713534d4720320f.jpg,4.8,1614,"{'text': 'Đã bán 401k', 'value': 401322}",Selsun,"['Làm Đẹp - Sức Khỏe', 'Chăm sóc tóc và da đầu', 'Dầu gội, dầu xả', 'Dầu Gội', 'Dầu gội sạch gàu']","[1520, 1591, 8222, 1613, 68295]",Tiki Trading,available,1000,99000,16500,82500,4.674,5532472,https://tiki.vn/cua-hang/tiki-trading,Tiki Trading
385654,Bao cao su Durex Performa 3 bao,bao-cao-su-durex-performa-3-bao-p385654,https://tiki.vn/bao-cao-su-durex-performa-3-bao-p385654.html,https://salt.tikicdn.com/media/catalog/producttmp/08/25/53/0f33a1b28384db3c7e2056d8ccce8220.jpg,4.7,505,"{'text': 'Đã bán 11k', 'value': 11895}",Durex,"['Làm Đẹp - Sức Khỏe', 'Hỗ trợ tình dục', 'Bao cao su']","[1520, 8142, 1630]",Tiki Trading,available,1000,76000,9000,67000,4.674,5532472,https://tiki.vn/cua-hang/tiki-trading,Tiki Trading
385582,Bao cao su Durex Fetherlite Hộp 12 Bao,bao-cao-su-durex-fetherlite-hop-12-bao-p385582,https://tiki.vn/bao-cao-su-durex-fetherlite-hop-12-bao-p385582.html,https://salt.tikicdn.com/media/catalog/producttmp/4a/50/f3/2ae1b2555fa307e9c8609ed682a41bbd.jpg,4.7,219,"{'text': 'Đã bán 26k', 'value': 26573}",Durex,"['Làm Đẹp - Sức Khỏe', 'Hỗ trợ tình dục', 'Bao cao su']","[1520, 8142, 1630]",Tiki Trading,available,1000,276000,82000,194000,4.674,5532472,https://tiki.vn/cua-hang/tiki-trading,Tiki Trading
276540526,Lăn Khử Mùi Trắng Da Enchanteur Charming 65ml 0 1012040,lan-khu-mui-trang-da-enchanteur-charming-65ml-0-1012040-p276540526,https://tiki.vn/lan-khu-mui-trang-da-enchanteur-charming-65ml-0-1012040-p276540526.html,https://salt.tikicdn.com/ts/product/14/23/c8/13da1752e7058c382c2f8465926c9c84.png,0.0,0,"{'text': 'Đã bán 7k', 'value': 7177}",Enchanteur ,"['Làm Đẹp - Sức Khỏe', 'Chăm sóc cá nhân', 'Lăn, xịt khử mùi', 'Khử mùi cho nữ']","[1520, 1594, 17162, 68588]",Tiki Trading,available,1000,140000,0,140000,4.674,5532472,https://tiki.vn/cua-hang/tiki-trading,Tiki Trading
274884816,Mặt nạ giấy dưỡng da Hàn Quốc innisfree My Real Squeeze Mask 22ml,mat-na-giay-duong-da-han-quoc-innisfree-my-real-squeeze-mask-22ml-p274884816,https://tiki.vn/mat-na-giay-duong-da-han-quoc-innisfree-my-real-squeeze-mask-22ml-p274884816.html,https://salt.tikicdn.com/ts/product/1b/40/51/c426f44cb4b197e7d81854d4bb9da7c9.jpg,4.8,6,"{'text': 'Đã bán 722', 'value': 722}",Innisfree,"['Làm Đẹp - Sức Khỏe', 'Chăm sóc da mặt', 'Mặt nạ', 'Mặt nạ giấy']","[1520, 1582, 1601, 8208]",Tiki Trading,available,1000,36000,11000,25000,4.674,5532472,https://tiki.vn/cua-hang/tiki-trading,Tiki Trading
273201159,[300 Cái Khẩu Trang KF94] Thùng Khẩu Trang Y Tế Kháng Khuẩn KF94 An Tâm- 4 Lớp,300-cai-khau-trang-kf94-thung-khau-trang-y-te-khang-khuan-kf94-an-tam-4-lop-p273201159,https://tiki.vn/300-cai-khau-trang-kf94-thung-khau-trang-y-te-khang-khuan-kf94-an-tam-4-lop-p273201159.html,https://salt.tikicdn.com/ts/product/9c/03/99/97ecccd6ebb876f22449a3ef3ee97ec9.jpg,4.8,81,"{'text': 'Đã bán 630', 'value': 630}",An Tâm,"['Làm Đẹp - Sức Khỏe', 'Máy Massage & Thiết bị chăm sóc sức khỏe', 'Khẩu trang y tế']","[1520, 2307, 8305]",TDCare,available,1000,229000,40000,189000,4.712,5289,https://tiki.vn/cua-hang/tdcare,TDCare
260844985,"Kem Làm Mờ Sẹo Thâm, Sẹo Rỗ, Sẹo Lõm Scar Esthetique của Rejuvaskin - thương hiệu hỗ trợ trị sẹo Hoa Kỳ",kem-lam-mo-seo-tham-seo-ro-seo-lom-scar-esthetique-cua-rejuvaskin-thuong-hieu-ho-tro-tri-seo-hoa-ky-p260844985,https://tiki.vn/kem-lam-mo-seo-tham-seo-ro-seo-lom-scar-esthetique-cua-rejuvaskin-thuong-hieu-ho-tro-tri-seo-hoa-ky-p260844985.html,https://salt.tikicdn.com/ts/product/cf/90/ce/15a656bd8d526d8bd26b9e846c941436.jpg,4.6,1575,"{'text': 'Đã bán 9k', 'value': 9700}",Rejuvaskin,"['Làm Đẹp - Sức Khỏe', 'Chăm sóc da mặt', 'Sản phẩm trị mụn và sẹo', 'Kem trị sẹo']","[1520, 1582, 3426, 8306]",Tiki Trading,available,1000,650000,95000,555000,4.674,5532472,https://tiki.vn/cua-hang/tiki-trading,Tiki Trading
214230523,Collagen Mỹ Youtheory (Collagen Type 1-2-3) 390 Viên - QuaTangMe Extaste,thuc-pham-chuc-nang-vien-uong-bo-sung-collagen-youtheory-collagen-type-1-2-3-390-vien-p214230523,https://tiki.vn/thuc-pham-chuc-nang-vien-uong-bo-sung-collagen-youtheory-collagen-type-1-2-3-390-vien-p214230523.html,https://salt.tikicdn.com/ts/product/8d/0c/e6/dabff5c4afc5fe21c773af2819e269d7.jpg,4.7,557,"{'text': 'Đã bán 2k', 'value': 2948}",Youtheory,"['Làm Đẹp - Sức Khỏe', 'Thực phẩm chức năng', 'Thực phẩm chức năng làm đẹp', 'Collagen']","[1520, 2322, 2826, 56036]",QuaTangMe Extaste,available,1000,699000,0,699000,4.7131,20542,https://tiki.vn/cua-hang/quatangme,QuaTangMe Extaste
195927144,"[148 Mùi Hương] Tinh Dầu Thơm Phòng Trái Cây Thiên Nhiên - Xông Thơm Phòng, Khử Mùi - Tinh Dầu Đào/ Xoài/ Táo Xanh/ Chuối/ Dưa Hấu/ Dưa Lưới/ Me (20ml)",tinh-dau-thom-phong-trai-cay-thien-nhien-xong-thom-phong-khu-mui-tinh-dau-dao-xoai-tao-xanh-chuoi-dua-hau-dua-luoi-me-20ml-p195927144,https://tiki.vn/tinh-dau-thom-phong-trai-cay-thien-nhien-xong-thom-phong-khu-mui-tinh-dau-dao-xoai-tao-xanh-chuoi-dua-hau-dua-luoi-me-20ml-p195927144.html,https://salt.tikicdn.com/ts/product/0b/95/14/420e1d4a1004d0103f24ed02643f0e09.jpg,5.0,178,"{'text': 'Đã bán 1k', 'value': 1691}",homer,"['Làm Đẹp - Sức Khỏe', 'Sản phẩm thiên nhiên & Khác', 'Tinh dầu']","[1520, 5873, 8602]",Tinh Dầu PK,available,1000,110000,0,110000,4.8608,9028,https://tiki.vn/cua-hang/tinh-dau-xit-phong-duoi-muoi-24care,Tinh Dầu PK
193583705,Sữa tắm dưỡng thể Dove Sakura Blossoms Da mềm mịn hương hoa với hương hoa anh đào & muối hồng 900g,sua-tam-duong-the-dove-sakura-blossoms-da-mem-min-huong-hoa-voi-huong-hoa-anh-dao-muoi-hong-900g-p193583705,https://tiki.vn/sua-tam-duong-the-dove-sakura-blossoms-da-mem-min-huong-hoa-voi-huong-hoa-anh-dao-muoi-hong-900g-p193583705.html,https://salt.tikicdn.com/ts/product/ae/66/3e/37f1a886e4d963b548345837a076411a.jpg,4.8,69,"{'text': 'Đã bán 556', 'value': 556}",Dove,"['Làm Đẹp - Sức Khỏe', 'Chăm sóc cơ thể', 'Tắm và dụng cụ tắm', 'Sữa tắm']","[1520, 1592, 8212, 1598]",Tiki Trading,available,1000,247000,39000,208000,4.674,5532472,https://tiki.vn/cua-hang/tiki-trading,Tiki Trading
182457734,"Túi chườm nóng lạnh PUHA 350ml, túi chườm sưởi ấm giảm đau bụng kinh họa tiết dễ thương",tui-chuom-nong-lanh-puha-350ml-tui-chuom-suoi-am-giam-dau-bung-kinh-hoa-tiet-de-thuong-p182457734,https://tiki.vn/tui-chuom-nong-lanh-puha-350ml-tui-chuom-suoi-am-giam-dau-bung-kinh-hoa-tiet-de-thuong-p182457734.html,https://salt.tikicdn.com/ts/product/82/4f/c0/d24c9ff2a2007fce25280591b77ec760.png,4.8,53,"{'text': 'Đã bán 303', 'value': 303}",PH PUHA,"['Làm Đẹp - Sức Khỏe', 'Máy Massage & Thiết bị chăm sóc sức khỏe', 'Túi chườm', 'Chườm nóng']","[1520, 2307, 11923, 68192]",PH PUHA Official,available,1000,105000,0,105000,4.7119,1909,https://tiki.vn/cua-hang/giay-tap-di-puha,PH PUHA Official
176672113,Kem chấm mụn chuyên sâu Acnes Blemish Clear Cream 10g,kem-cham-mun-chuyen-sau-acnes-blemish-clear-cream-10g-p176672113,https://tiki.vn/kem-cham-mun-chuyen-sau-acnes-blemish-clear-cream-10g-p176672113.html,https://salt.tikicdn.com/ts/product/48/bf/92/e96583796e47abddc1d7bb0168d86650.jpg,4.8,79,"{'text': 'Đã bán 1k', 'value': 1387}",Acnes,"['Làm Đẹp - Sức Khỏe', 'Chăm sóc da mặt', 'Kem và sữa dưỡng da', 'Kem dưỡng trị mụn và phục hồi']","[1520, 1582, 17170, 68337]",Tiki Trading,available,1000,57000,7000,50000,4.674,5532472,https://tiki.vn/cua-hang/tiki-trading,Tiki Trading
174071718,"Sữa rửa mặt Hada Labo cho da dầu mụn, da nhạy cảm Hada Labo Acne Care Calming Cleanser 80g",sua-rua-mat-hada-labo-cho-da-dau-mun-da-nhay-cam-hada-labo-acne-care-calming-cleanser-80g-p174071718,https://tiki.vn/sua-rua-mat-hada-labo-cho-da-dau-mun-da-nhay-cam-hada-labo-acne-care-calming-cleanser-80g-p174071718.html,https://salt.tikicdn.com/ts/product/c9/f7/71/49fbd37729d1726bfd9860fcd2d433d5.jpg,4.7,43,"{'text': 'Đã bán 11k', 'value': 11214}",Hada Labo,"['Làm Đẹp - Sức Khỏe', 'Chăm sóc da mặt', 'Sữa rửa mặt']","[1520, 1582, 1583]",Tiki Trading,available,1000,95000,11900,83100,4.674,5532472,https://tiki.vn/cua-hang/tiki-trading,Tiki Trading
