id,name,breadcrumbs,url_key,image_base_url,rating_average,review_count,quantity_sold,brand_name,current_seller,inventory_status,stock_item_qty,original_price,discount,URL_seller,Rating_seller,Seller_Type,Seller_Location
20541866,"Dầu gội Selsun chống gàu, sạch gàu & hết ngứa da đầu Selsun Anti-Dandruff Shampoo 50ml","[{'url': '/lam-dep-suc-khoe/c1520', 'name': 'Làm Đẹp - Sức Khỏe', 'category_id': 1520}, {'url': '/cham-soc-toc-da-dau/c1591', 'name': 'Chăm sóc tóc và da đầu', 'category_id': 1591}, {'url': '/dau-goi-dau-xa/c8222', 'name': 'Dầu gội, dầu xả', 'category_id': 8222}, {'url': '/dau-goi/c1613', 'name': 'Dầu Gội', 'category_id': 1613}, {'url': '/dau-goi-sach-gau/c68295', 'name': 'Dầu gội sạch gàu', 'category_id': 68295}, {'url': 'https://tiki.vn/dau-goi-selsun-chong-gau-sach-gau-het-ngua-da-dau-selsun-anti-dandruff-shampoo-50ml-p20541866.html', 'name': 'Dầu gội Selsun chống gàu, sạch gàu & hết ngứa da đầu Selsun Anti-Dandruff Shampoo 50ml', 'category_id': 0}]",dau-goi-selsun-chong-gau-sach-gau-het-ngua-da-dau-selsun-anti-dandruff-shampoo-50ml-p20541866,https://salt.tikicdn.com/ts/product/db/bd/0d/beb266237eb39854dc2a41252055621e.jpg,4.8,397,"{'text': 'Đã bán 118k', 'value': 118857}",Selsun,Tiki Trading,available,1000,59000,7900,https://tiki.vn/cua-hang/tiki-trading,,,
14115539,Nước tẩy trang SENKA A.L.L. CLEAR WATER Micellar Formula White 230ml,"[{'url': '/lam-dep-suc-khoe/c1520', 'name': 'Làm Đẹp - Sức Khỏe', 'category_id': 1520}, {'url': '/cham-soc-da-mat/c1582', 'name': 'Chăm sóc da mặt', 'category_id': 1582}, {'url': '/dung-dich-tay-trang/c11605', 'name': 'Dung dịch tẩy trang', 'category_id': 11605}, {'url': 'https://tiki.vn/nuoc-tay-trang-senka-a-l-l-clear-water-micellar-formula-white-230ml-p14115539.html', 'name': 'Nước tẩy trang SENKA A.L.L. CLEAR WATER Micellar Formula White 230ml', 'category_id': 0}]",nuoc-tay-trang-senka-a-l-l-clear-water-micellar-formula-white-230ml-p14115539,https://salt.tikicdn.com/ts/product/51/6f/2d/9d5a9ce3b589e4d97af1f0a2c74d8501.png,4.6,290,"{'text': 'Đã bán 18k', 'value': 18461}",Senka,Tiki Trading,available,1000,119000,24100,https://tiki.vn/cua-hang/tiki-trading,,,
10298023,Saffron nhụy hoa nghệ tây Kingdom Herb Iran chính hãng loại thượng hạng hộp 1 gram,"[{'url': '/lam-dep-suc-khoe/c1520', 'name': 'Làm Đẹp - Sức Khỏe', 'category_id': 1520}, {'url': '/san-pham-thien-nhien-khac/c5873', 'name': 'Sản phẩm thiên nhiên & Khác', 'category_id': 5873}, {'url': '/san-pham-thien-nhien-lam-dep/c11868', 'name': 'Sản phẩm thiên nhiên làm đẹp', 'category_id': 11868}, {'url': 'https://tiki.vn/saffron-kingdom-nhuy-hoa-nghe-tay-iran-loai-negin-hop-1-gram-p10298023.html', 'name': 'Saffron nhụy hoa nghệ tây Kingdom Herb Iran chính hãng loại thượng hạng hộp 1 gram', 'category_id': 0}]",saffron-kingdom-nhuy-hoa-nghe-tay-iran-loai-negin-hop-1-gram-p10298023,https://salt.tikicdn.com/ts/product/95/9e/fe/9baf5eebcd7690bf5bf25ec1ecb7e902.jpg,4.8,689,"{'text': 'Đã bán 3k', 'value': 3656}",Kingdom Herb,Kingdom Herb Official,available,1000,519000,227000,https://tiki.vn/cua-hang/saffron-kingdom-nhuy-hoa-nghe-tay-iran,,,
10071383,Sữa Tắm Lifebuoy Detox Và Sạch Sâu Khỏi Bụi Mịn Pm2.5 Detox Bảo Vệ Khỏi Vi Khuẩn Gây Mụn Cơ Thể Matcha & Khổ Qua Chai 800G,"[{'url': '/lam-dep-suc-khoe/c1520', 'name': 'Làm Đẹp - Sức Khỏe', 'category_id': 1520}, {'url': '/cham-soc-co-the/c1592', 'name': 'Chăm sóc cơ thể', 'category_id': 1592}, {'url': '/tam-va-dung-cu-tam/c8212', 'name': 'Tắm và dụng cụ tắm', 'category_id': 8212}, {'url': '/sua-tam/c1598', 'name': 'Sữa tắm', 'category_id': 1598}, {'url': 'https://tiki.vn/sua-tam-lifebuoy-detox-va-sach-sau-khoi-bui-min-pm2-5-detox-bao-ve-khoi-vi-khuan-gay-mun-co-the-matcha-kho-qua-chai-800g-p10071383.html', 'name': 'Sữa Tắm Lifebuoy Detox Và Sạch Sâu Khỏi Bụi Mịn Pm2.5 Detox Bảo Vệ Khỏi Vi Khuẩn Gây Mụn Cơ Thể Matcha & Khổ Qua Chai 800G', 'category_id': 0}]",sua-tam-lifebuoy-detox-va-sach-sau-khoi-bui-min-pm2-5-detox-bao-ve-khoi-vi-khuan-gay-mun-co-the-matcha-kho-qua-chai-800g-p10071383,https://salt.tikicdn.com/ts/product/17/cd/f9/bbd1ea5c0593cf4076abd02c9ed0db82.png,4.7,1469,"{'text': 'Đã bán 11k', 'value': 11510}",Lifebuoy,Tiki Trading,available,1000,214500,38500,https://tiki.vn/cua-hang/tiki-trading,,,
6874429,Miếng dán mụn giúp giảm mụn sưng viêm Acnes Clear Patch (24 Miếng),"[{'url': '/lam-dep-suc-khoe/c1520', 'name': 'Làm Đẹp - Sức Khỏe', 'category_id': 1520}, {'url': '/cham-soc-da-mat/c1582', 'name': 'Chăm sóc da mặt', 'category_id': 1582}, {'url': '/san-pham-tri-mun-va-seo/c3426', 'name': 'Sản phẩm trị mụn và sẹo', 'category_id': 3426}, {'url': '/mieng-dan-mun/c5891', 'name': 'Miếng dán mụn', 'category_id': 5891}, {'url': 'https://tiki.vn/mieng-dan-mun-giup-giam-mun-sung-viem-acnes-clear-patch-24-mieng-p6874429.html', 'name': 'Miếng dán mụn giúp giảm mụn sưng viêm Acnes Clear Patch (24 Miếng)', 'category_id': 0}]",mieng-dan-mun-giup-giam-mun-sung-viem-acnes-clear-patch-24-mieng-p6874429,https://salt.tikicdn.com/ts/product/d9/84/88/9c00b322717088e40c77db1de448a3aa.jpg,4.7,316,"{'text': 'Đã bán 50k', 'value': 50305}",Acnes,Tiki Trading,available,1000,60000,8400,https://tiki.vn/cua-hang/tiki-trading,,,
5902685,"Sữa rửa mặt vitamin làm sáng da, mờ sẹo thâm dạng kem Acnes Vitamin Cleanser 100g","[{'url': '/lam-dep-suc-khoe/c1520', 'name': 'Làm Đẹp - Sức Khỏe', 'category_id': 1520}, {'url': '/cham-soc-da-mat/c1582', 'name': 'Chăm sóc da mặt', 'category_id': 1582}, {'url': '/sua-rua-mat/c1583', 'name': 'Sữa rửa mặt', 'category_id': 1583}, {'url': 'https://tiki.vn/sua-rua-mat-vitamin-lam-sang-da-mo-seo-tham-dang-kem-acnes-vitamin-cleanser-100g-p5902685.html', 'name': 'Sữa rửa mặt vitamin làm sáng da, mờ sẹo thâm dạng kem Acnes Vitamin Cleanser 100g', 'category_id': 0}]",sua-rua-mat-vitamin-lam-sang-da-mo-seo-tham-dang-kem-acnes-vitamin-cleanser-100g-p5902685,https://salt.tikicdn.com/ts/product/eb/21/7a/2d2e8dd3e2bd882983e0a4c01b88718e.jpg,4.8,313,"{'text': 'Đã bán 97k', 'value': 97986}",Acnes,Tiki Trading,available,1000,68000,9900,https://tiki.vn/cua-hang/tiki-trading,,,
5560235,Gel bôi trơn Durex Play Classic 50ml,"[{'url': '/lam-dep-suc-khoe/c1520', 'name': 'Làm Đẹp - Sức Khỏe', 'category_id': 1520}, {'url': '/ho-tro-tinh-duc/c8142', 'name': 'Hỗ trợ tình dục', 'category_id': 8142}, {'url': '/gel-boi-tron/c1631', 'name': 'Gel bôi trơn', 'category_id': 1631}, {'url': 'https://tiki.vn/gel-boi-tron-durex-play-classic-50ml-p5560235.html', 'name': 'Gel bôi trơn Durex Play Classic 50ml', 'category_id': 0}]",gel-boi-tron-durex-play-classic-50ml-p5560235,https://salt.tikicdn.com/ts/product/76/f6/f9/6a0bc52e1c67cd46cdf7e22af05f2e98.jpg,4.6,1511,"{'text': 'Đã bán 24k', 'value': 24248}",Durex,Tiki Trading,available,1000,93000,9900,https://tiki.vn/cua-hang/tiki-trading,,,
1672211,Gel bôi trơn Durex Play Warming 100ml,"[{'url': '/lam-dep-suc-khoe/c1520', 'name': 'Làm Đẹp - Sức Khỏe', 'category_id': 1520}, {'url': '/ho-tro-tinh-duc/c8142', 'name': 'Hỗ trợ tình dục', 'category_id': 8142}, {'url': '/gel-boi-tron/c1631', 'name': 'Gel bôi trơn', 'category_id': 1631}, {'url': 'https://tiki.vn/gel-boi-tron-durex-play-warming-100ml-p1672211.html', 'name': 'Gel bôi trơn Durex Play Warming 100ml', 'category_id': 0}]",gel-boi-tron-durex-play-warming-100ml-p1672211,https://salt.tikicdn.com/ts/product/75/3c/b1/53a136501212038f45b6a6ab37f93c76.jpg,4.6,519,"{'text': 'Đã bán 7k', 'value': 7238}",Durex,Tiki Trading,available,1000,194000,25000,https://tiki.vn/cua-hang/tiki-trading,,,
1672157,Bao cao su Durex Invisible Extra Thin Extra Sensitive 1 Hộp 10 Bao,"[{'url': '/lam-dep-suc-khoe/c1520', 'name': 'Làm Đẹp - Sức Khỏe', 'category_id': 1520}, {'url': '/ho-tro-tinh-duc/c8142', 'name': 'Hỗ trợ tình dục', 'category_id': 8142}, {'url': '/bao-cao-su/c1630', 'name': 'Bao cao su', 'category_id': 1630}, {'url': 'https://tiki.vn/bao-cao-su-durex-invisible-extra-thin-extra-sensitive-1-hop-10-bao-p1672157.html', 'name': 'Bao cao su Durex Invisible Extra Thin Extra Sensitive 1 Hộp 10 Bao', 'category_id': 0}]",bao-cao-su-durex-invisible-extra-thin-extra-sensitive-1-hop-10-bao-p1672157,https://salt.tikicdn.com/media/catalog/producttmp/47/3f/fe/d2bf86f38da79c5ddfdce7de381230d0.jpg,4.7,1723,"{'text': 'Đã bán 44k', 'value': 44826}",Durex,Tiki Trading,available,1000,317000,95000,https://tiki.vn/cua-hang/tiki-trading,,,
1672155,Bao cao su Durex Kingtex 3 bao,"[{'url': '/lam-dep-suc-khoe/c1520', 'name': 'Làm Đẹp - Sức Khỏe', 'category_id': 1520}, {'url': '/ho-tro-tinh-duc/c8142', 'name': 'Hỗ trợ tình dục', 'category_id': 8142}, {'url': '/bao-cao-su/c1630', 'name': 'Bao cao su', 'category_id': 1630}, {'url': 'https://tiki.vn/bao-cao-su-durex-kingtex-3-bao-p1672155.html', 'name': 'Bao cao su Durex Kingtex 3 bao', 'category_id': 0}]",bao-cao-su-durex-kingtex-3-bao-p1672155,https://salt.tikicdn.com/ts/product/84/a9/70/20940693535f938d9c027fc22850194e.jpg,4.6,592,"{'text': 'Đã bán 22k', 'value': 22399}",Durex,Tiki Trading,available,1000,49000,8900,https://tiki.vn/cua-hang/tiki-trading,,,
1672153,Bao cao su Durex Performa 12 bao,"[{'url': '/lam-dep-suc-khoe/c1520', 'name': 'Làm Đẹp - Sức Khỏe', 'category_id': 1520}, {'url': '/ho-tro-tinh-duc/c8142', 'name': 'Hỗ trợ tình dục', 'category_id': 8142}, {'url': '/bao-cao-su/c1630', 'name': 'Bao cao su', 'category_id': 1630}, {'url': 'https://tiki.vn/bao-cao-su-durex-performa-12-bao-p1672153.html', 'name': 'Bao cao su Durex Performa 12 bao', 'category_id': 0}]",bao-cao-su-durex-performa-12-bao-p1672153,https://salt.tikicdn.com/media/catalog/producttmp/b1/27/59/dd929396a3a58056da5a1d52ed047e78.jpg,4.7,1505,"{'text': 'Đã bán 33k', 'value': 33629}",Durex,Tiki Trading,available,1000,308000,84000,https://tiki.vn/cua-hang/tiki-trading,,,
1634983,Phim Thấm Dầu Acnes Oil Remover Film 50 Tờ,"[{'url': '/lam-dep-suc-khoe/c1520', 'name': 'Làm Đẹp - Sức Khỏe', 'category_id': 1520}, {'url': '/cham-soc-da-mat/c1582', 'name': 'Chăm sóc da mặt', 'category_id': 1582}, {'url': '/bong-tay-trang/c5865', 'name': 'Bông tẩy trang', 'category_id': 5865}, {'url': 'https://tiki.vn/phim-tham-dau-acnes-oil-remover-film-50-to-p1634983.html', 'name': 'Phim Thấm Dầu Acnes Oil Remover Film 50 Tờ', 'category_id': 0}]",phim-tham-dau-acnes-oil-remover-film-50-to-p1634983,https://salt.tikicdn.com/ts/product/b5/68/c1/6f53928f38d47d114d9799ae653be795.jpg,5.0,111,"{'text': 'Đã bán 20k', 'value': 20176}",Acnes,Tiki Trading,available,1000,69000,41000,https://tiki.vn/cua-hang/tiki-trading,,,
1634981,"Giấy thấm dầu kiểm soát nhờn, ngừa mụn Acnes Oil Remover Paper 100 tờ","[{'url': '/lam-dep-suc-khoe/c1520', 'name': 'Làm Đẹp - Sức Khỏe', 'category_id': 1520}, {'url': '/cham-soc-da-mat/c1582', 'name': 'Chăm sóc da mặt', 'category_id': 1582}, {'url': '/bong-tay-trang/c5865', 'name': 'Bông tẩy trang', 'category_id': 5865}, {'url': 'https://tiki.vn/giay-tham-dau-kiem-soat-nhon-ngua-mun-acnes-oil-remover-paper-100-to-p1634981.html', 'name': 'Giấy thấm dầu kiểm soát nhờn, ngừa mụn Acnes Oil Remover Paper 100 tờ', 'category_id': 0}]",giay-tham-dau-kiem-soat-nhon-ngua-mun-acnes-oil-remover-paper-100-to-p1634981,https://salt.tikicdn.com/ts/product/40/7a/7e/c97d3c8fea0b50e0ea4b126b451f5d4f.jpg,4.7,261,"{'text': 'Đã bán 106k', 'value': 106062}",Acnes,Tiki Trading,available,1000,33000,4400,https://tiki.vn/cua-hang/tiki-trading,,,
1537315,Gel bôi trơn Durex K-Y Jelly 50g - KY Jelly,"[{'url': '/lam-dep-suc-khoe/c1520', 'name': 'Làm Đẹp - Sức Khỏe', 'category_id': 1520}, {'url': '/ho-tro-tinh-duc/c8142', 'name': 'Hỗ trợ tình dục', 'category_id': 8142}, {'url': '/gel-boi-tron/c1631', 'name': 'Gel bôi trơn', 'category_id': 1631}, {'url': 'https://tiki.vn/gel-boi-tron-durex-k-y-jelly-50g-ky-jelly-p1537315.html', 'name': 'Gel bôi trơn Durex K-Y Jelly 50g - KY Jelly', 'category_id': 0}]",gel-boi-tron-durex-k-y-jelly-50g-ky-jelly-p1537315,https://salt.tikicdn.com/ts/product/38/0b/74/419f4972cbb1eb958ce8cb89f57d431c.jpg,4.7,472,"{'text': 'Đã bán 43k', 'value': 43928}",Durex,Tiki Trading,available,1000,90000,6900,https://tiki.vn/cua-hang/tiki-trading,,,
767101,Bao cao su Durex Kingtex 12 bao,"[{'url': '/lam-dep-suc-khoe/c1520', 'name': 'Làm Đẹp - Sức Khỏe', 'category_id': 1520}, {'url': '/ho-tro-tinh-duc/c8142', 'name': 'Hỗ trợ tình dục', 'category_id': 8142}, {'url': '/bao-cao-su/c1630', 'name': 'Bao cao su', 'category_id': 1630}, {'url': 'https://tiki.vn/bao-cao-su-durex-kingtex-12-bao-p767101.html', 'name': 'Bao cao su Durex Kingtex 12 bao', 'category_id': 0}]",bao-cao-su-durex-kingtex-12-bao-p767101,https://salt.tikicdn.com/media/catalog/producttmp/d3/36/3e/6f9e83f2f25f1196858fe3c78e86b186.jpg,4.6,1472,"{'text': 'Đã bán 66k', 'value': 66326}",Durex,Tiki Trading,available,1000,196000,80000,https://tiki.vn/cua-hang/tiki-trading,,,
632681,Dầu xả Selsun dưỡng tóc dành cho tóc gàu Selsun Anti-Dandruff Conditioner 100ml,"[{'url': '/lam-dep-suc-khoe/c1520', 'name': 'Làm Đẹp - Sức Khỏe', 'category_id': 1520}, {'url': '/cham-soc-toc-da-dau/c1591', 'name': 'Chăm sóc tóc và da đầu', 'category_id': 1591}, {'url': '/dau-goi-dau-xa/c8222', 'name': 'Dầu gội, dầu xả', 'category_id': 8222}, {'url': '/dau-xa/c1616', 'name': 'Dầu Xả', 'category_id': 1616}, {'url': 'https://tiki.vn/dau-xa-selsun-duong-toc-danh-cho-toc-gau-selsun-anti-dandruff-conditioner-100ml-p632681.html', 'name': 'Dầu xả Selsun dưỡng tóc dành cho tóc gàu Selsun Anti-Dandruff Conditioner 100ml', 'category_id': 0}]",dau-xa-selsun-duong-toc-danh-cho-toc-gau-selsun-anti-dandruff-conditioner-100ml-p632681,https://salt.tikicdn.com/ts/product/cc/e8/1f/24e1879b2362a00afcd41fbcfacd68cf.jpg,4.8,235,"{'text': 'Đã bán 12k', 'value': 12010}",Selsun,Tiki Trading,available,1000,58000,7900,https://tiki.vn/cua-hang/tiki-trading,,,
632680,"Dầu gội Selsun chống gàu, sạch gàu & hết ngứa da đầu Selsun Anti-Dandruff Shampoo 100ml","[{'url': '/lam-dep-suc-khoe/c1520', 'name': 'Làm Đẹp - Sức Khỏe', 'category_id': 1520}, {'url': '/cham-soc-toc-da-dau/c1591', 'name': 'Chăm sóc tóc và da đầu', 'category_id': 1591}, {'url': '/dau-goi-dau-xa/c8222', 'name': 'Dầu gội, dầu xả', 'category_id': 8222}, {'url': '/dau-goi/c1613', 'name': 'Dầu Gội', 'category_id': 1613}, {'url': '/dau-goi-sach-gau/c68295', 'name': 'Dầu gội sạch gàu', 'category_id': 68295}, {'url': 'https://tiki.vn/dau-goi-selsun-chong-gau-sach-gau-het-ngua-da-dau-selsun-anti-dandruff-shampoo-100ml-p632680.html', 'name': 'Dầu gội Selsun chống gàu, sạch gàu & hết ngứa da đầu Selsun Anti-Dandruff Shampoo 100ml', 'category_id': 0}]",dau-goi-selsun-chong-gau-sach-gau-het-ngua-da-dau-selsun-anti-dandruff-shampoo-100ml-p632680,https://salt.tikicdn.com/ts/product/41/d1/1c/3a2c7b15659284abc713534d4720320f.jpg,4.8,1614,"{'text': 'Đã bán 401k', 'value': 401322}",Selsun,Tiki Trading,available,1000,99000,16400,https://tiki.vn/cua-hang/tiki-trading,,,
385654,Bao cao su Durex Performa 3 bao,"[{'url': '/lam-dep-suc-khoe/c1520', 'name': 'Làm Đẹp - Sức Khỏe', 'category_id': 1520}, {'url': '/ho-tro-tinh-duc/c8142', 'name': 'Hỗ trợ tình dục', 'category_id': 8142}, {'url': '/bao-cao-su/c1630', 'name': 'Bao cao su', 'category_id': 1630}, {'url': 'https://tiki.vn/bao-cao-su-durex-performa-3-bao-p385654.html', 'name': 'Bao cao su Durex Performa 3 bao', 'category_id': 0}]",bao-cao-su-durex-performa-3-bao-p385654,https://salt.tikicdn.com/media/catalog/producttmp/08/25/53/0f33a1b28384db3c7e2056d8ccce8220.jpg,4.7,505,"{'text': 'Đã bán 11k', 'value': 11895}",Durex,Tiki Trading,available,1000,76000,10000,https://tiki.vn/cua-hang/tiki-trading,,,
385582,Bao cao su Durex Fetherlite Hộp 12 Bao,"[{'url': '/lam-dep-suc-khoe/c1520', 'name': 'Làm Đẹp - Sức Khỏe', 'category_id': 1520}, {'url': '/ho-tro-tinh-duc/c8142', 'name': 'Hỗ trợ tình dục', 'category_id': 8142}, {'url': '/bao-cao-su/c1630', 'name': 'Bao cao su', 'category_id': 1630}, {'url': 'https://tiki.vn/bao-cao-su-durex-fetherlite-hop-12-bao-p385582.html', 'name': 'Bao cao su Durex Fetherlite Hộp 12 Bao', 'category_id': 0}]",bao-cao-su-durex-fetherlite-hop-12-bao-p385582,https://salt.tikicdn.com/media/catalog/producttmp/4a/50/f3/2ae1b2555fa307e9c8609ed682a41bbd.jpg,4.7,219,"{'text': 'Đã bán 26k', 'value': 26573}",Durex,Tiki Trading,available,1000,276000,80000,https://tiki.vn/cua-hang/tiki-trading,,,
276540526,Lăn Khử Mùi Trắng Da Enchanteur Charming 65ml 0 1012040,"[{'url': '/lam-dep-suc-khoe/c1520', 'name': 'Làm Đẹp - Sức Khỏe', 'category_id': 1520}, {'url': '/cham-soc-ca-nhan/c1594', 'name': 'Chăm sóc cá nhân', 'category_id': 1594}, {'url': '/lan-xit-khu-mui/c17162', 'name': 'Lăn, xịt khử mùi', 'category_id': 17162}, {'url': '/khu-mui-cho-nu/c68588', 'name': 'Khử mùi cho nữ', 'category_id': 68588}, {'url': 'https://tiki.vn/lan-khu-mui-trang-da-enchanteur-charming-65ml-0-1012040-p276540526.html', 'name': 'Lăn Khử Mùi Trắng Da Enchanteur Charming 65ml 0 1012040', 'category_id': 0}]",lan-khu-mui-trang-da-enchanteur-charming-65ml-0-1012040-p276540526,https://salt.tikicdn.com/ts/product/14/23/c8/13da1752e7058c382c2f8465926c9c84.png,0.0,0,"{'text': 'Đã bán 7k', 'value': 7177}",Enchanteur ,Tiki Trading,available,1000,140000,0,https://tiki.vn/cua-hang/tiki-trading,,,
274884816,Mặt nạ giấy dưỡng da Hàn Quốc innisfree My Real Squeeze Mask 22ml,"[{'url': '/lam-dep-suc-khoe/c1520', 'name': 'Làm Đẹp - Sức Khỏe', 'category_id': 1520}, {'url': '/cham-soc-da-mat/c1582', 'name': 'Chăm sóc da mặt', 'category_id': 1582}, {'url': '/mat-na-cac-loai/c1601', 'name': 'Mặt nạ', 'category_id': 1601}, {'url': '/mat-na-giay/c8208', 'name': 'Mặt nạ giấy', 'category_id': 8208}, {'url': 'https://tiki.vn/mat-na-giay-duong-da-han-quoc-innisfree-my-real-squeeze-mask-22ml-p274884816.html', 'name': 'Mặt nạ giấy dưỡng da Hàn Quốc innisfree My Real Squeeze Mask 22ml', 'category_id': 0}]",mat-na-giay-duong-da-han-quoc-innisfree-my-real-squeeze-mask-22ml-p274884816,https://salt.tikicdn.com/ts/product/1b/40/51/c426f44cb4b197e7d81854d4bb9da7c9.jpg,4.8,6,"{'text': 'Đã bán 722', 'value': 722}",Innisfree,Tiki Trading,available,1000,36000,11000,https://tiki.vn/cua-hang/tiki-trading,,,
273201159,[300 Cái Khẩu Trang KF94] Thùng Khẩu Trang Y Tế Kháng Khuẩn KF94 An Tâm- 4 Lớp,"[{'url': '/lam-dep-suc-khoe/c1520', 'name': 'Làm Đẹp - Sức Khỏe', 'category_id': 1520}, {'url': '/may-massage-thiet-bi-cham-soc-suc-khoe/c2307', 'name': 'Máy Massage & Thiết bị chăm sóc sức khỏe', 'category_id': 2307}, {'url': '/khau-trang-y-te/c8305', 'name': 'Khẩu trang y tế', 'category_id': 8305}, {'url': 'https://tiki.vn/300-cai-khau-trang-kf94-thung-khau-trang-y-te-khang-khuan-kf94-an-tam-4-lop-p273201159.html', 'name': '[300 Cái Khẩu Trang KF94] Thùng Khẩu Trang Y Tế Kháng Khuẩn KF94 An Tâm- 4 Lớp', 'category_id': 0}]",300-cai-khau-trang-kf94-thung-khau-trang-y-te-khang-khuan-kf94-an-tam-4-lop-p273201159,https://salt.tikicdn.com/ts/product/9c/03/99/97ecccd6ebb876f22449a3ef3ee97ec9.jpg,4.8,81,"{'text': 'Đã bán 630', 'value': 630}",An Tâm,TDCare,available,1000,229000,40000,https://tiki.vn/cua-hang/tdcare,,,
260844985,"Kem Làm Mờ Sẹo Thâm, Sẹo Rỗ, Sẹo Lõm Scar Esthetique của Rejuvaskin - thương hiệu hỗ trợ trị sẹo Hoa Kỳ","[{'url': '/lam-dep-suc-khoe/c1520', 'name': 'Làm Đẹp - Sức Khỏe', 'category_id': 1520}, {'url': '/cham-soc-da-mat/c1582', 'name': 'Chăm sóc da mặt', 'category_id': 1582}, {'url': '/san-pham-tri-mun-va-seo/c3426', 'name': 'Sản phẩm trị mụn và sẹo', 'category_id': 3426}, {'url': '/kem-tri-seo/c8306', 'name': 'Kem trị sẹo', 'category_id': 8306}, {'url': 'https://tiki.vn/kem-lam-mo-seo-tham-seo-ro-seo-lom-scar-esthetique-cua-rejuvaskin-thuong-hieu-ho-tro-tri-seo-hoa-ky-p260844985.html', 'name': 'Kem Làm Mờ Sẹo Thâm, Sẹo Rỗ, Sẹo Lõm Scar Esthetique của Rejuvaskin - thương hiệu hỗ trợ trị sẹo Hoa Kỳ', 'category_id': 0}]",kem-lam-mo-seo-tham-seo-ro-seo-lom-scar-esthetique-cua-rejuvaskin-thuong-hieu-ho-tro-tri-seo-hoa-ky-p260844985,https://salt.tikicdn.com/ts/product/cf/90/ce/15a656bd8d526d8bd26b9e846c941436.jpg,4.6,1575,"{'text': 'Đã bán 9k', 'value': 9700}",Rejuvaskin,Tiki Trading,available,1000,650000,94000,https://tiki.vn/cua-hang/tiki-trading,,,
214230523,Collagen Mỹ Youtheory (Collagen Type 1-2-3) 390 Viên - QuaTangMe Extaste,"[{'url': '/lam-dep-suc-khoe/c1520', 'name': 'Làm Đẹp - Sức Khỏe', 'category_id': 1520}, {'url': '/thuc-pham-chuc-nang/c2322', 'name': 'Thực phẩm chức năng', 'category_id': 2322}, {'url': '/thuc-pham-cho-sac-sep/c2826', 'name': 'Thực phẩm chức năng làm đẹp', 'category_id': 2826}, {'url': '/collagen/c56036', 'name': 'Collagen', 'category_id': 56036}, {'url': 'https://tiki.vn/thuc-pham-chuc-nang-vien-uong-bo-sung-collagen-youtheory-collagen-type-1-2-3-390-vien-p214230523.html', 'name': 'Collagen Mỹ Youtheory (Collagen Type 1-2-3) 390 Viên - QuaTangMe Extaste', 'category_id': 0}]",thuc-pham-chuc-nang-vien-uong-bo-sung-collagen-youtheory-collagen-type-1-2-3-390-vien-p214230523,https://salt.tikicdn.com/ts/product/8d/0c/e6/dabff5c4afc5fe21c773af2819e269d7.jpg,4.7,557,"{'text': 'Đã bán 2k', 'value': 2948}",Youtheory,QuaTangMe Extaste,available,1000,699000,0,https://tiki.vn/cua-hang/quatangme,,,
195927144,"[148 Mùi Hương] Tinh Dầu Thơm Phòng Trái Cây Thiên Nhiên - Xông Thơm Phòng, Khử Mùi - Tinh Dầu Đào/ Xoài/ Táo Xanh/ Chuối/ Dưa Hấu/ Dưa Lưới/ Me (20ml)","[{'url': '/lam-dep-suc-khoe/c1520', 'name': 'Làm Đẹp - Sức Khỏe', 'category_id': 1520}, {'url': '/san-pham-thien-nhien-khac/c5873', 'name': 'Sản phẩm thiên nhiên & Khác', 'category_id': 5873}, {'url': '/tinh-dau/c8602', 'name': 'Tinh dầu', 'category_id': 8602}, {'url': 'https://tiki.vn/tinh-dau-thom-phong-trai-cay-thien-nhien-xong-thom-phong-khu-mui-tinh-dau-dao-xoai-tao-xanh-chuoi-dua-hau-dua-luoi-me-20ml-p195927144.html', 'name': '[148 Mùi Hương] Tinh Dầu Thơm Phòng Trái Cây Thiên Nhiên - Xông Thơm Phòng, Khử Mùi - Tinh Dầu Đào/ Xoài/ Táo Xanh/ Chuối/ Dưa Hấu/ Dưa Lưới/ Me (20ml)', 'category_id': 0}]",tinh-dau-thom-phong-trai-cay-thien-nhien-xong-thom-phong-khu-mui-tinh-dau-dao-xoai-tao-xanh-chuoi-dua-hau-dua-luoi-me-20ml-p195927144,https://salt.tikicdn.com/ts/product/0b/95/14/420e1d4a1004d0103f24ed02643f0e09.jpg,5.0,178,"{'text': 'Đã bán 1k', 'value': 1691}",homer,Tinh Dầu PK,available,1000,110000,0,https://tiki.vn/cua-hang/tinh-dau-xit-phong-duoi-muoi-24care,,,
