title,original_price,discount_price,discount_percent,location,link
ĐIỆN THOẠI SAMSUNG J5 2016 RAM 2GB ROM 16GB - HÀNG CHÍNH HÃNG THỨC ĐÃ SỬ DỤNG500.000đMua trước trả sauĐã bán 244.4/5Đồng Tháp,Mua trước trả sau,500.000đ,Mua trước trả sau,ĐIỆN THOẠI SAMSUNG J5 2016 RAM 2GB ROM 16GB - HÀNG CHÍNH HÃNG THỨC ĐÃ SỬ DỤNG,https://www.sendo.vn/dien-thoai-samsung-j5-2016-ram-2gb-rom-16gb-hang-chinh-hang-thuc-da-su-dung-27550993.html?source_block_id=feed&source_page_id=search_cate1&source_info=desktop2_60_1740105976724_3515dc3c-c8ae-47ff-97e1-6e7161e9777d_-1_default_0_51_3_-1
Điện thoại Vivo Y19 ram 8GB/128GB pin 5000 mah3.500.000đ-49%1.790.000đMua trước trả sauĐã bán 55/5Hà Nội,3.500.000đ,1.790.000đ,-49%,Điện thoại Vivo Y19 ram 8GB/128GB pin 5000 mah,https://www.sendo.vn/dien-thoai-vivo-y19-ram-8gb128gb-pin-5000-mah-18853914.html?source_block_id=feed&source_page_id=search_cate1&source_info=desktop2_60_1740105976724_3515dc3c-c8ae-47ff-97e1-6e7161e9777d_-1_default_0_52_3_-1
Điện thoại Oppo A31 Ram 8Gb/256Gb mới Fullbox - Bảo hành 12 tháng1.550.000đMua trước trả sauĐã bán 3224.8/5Hà Nội,Mua trước trả sau,1.550.000đ,Mua trước trả sau,Điện thoại Oppo A31 Ram 8Gb/256Gb mới Fullbox - Bảo hành 12 tháng,https://www.sendo.vn/dien-thoai-oppo-a31-ram-8gb256gb-moi-fullbox-bao-hanh-12-thang-12208005.html?source_block_id=feed&source_page_id=search_cate1&source_info=desktop2_60_1740105976724_3515dc3c-c8ae-47ff-97e1-6e7161e9777d_-1_default_0_53_3_-1
TRỢ GIÁ SHIP Điện thoại 1280 Tặng kèm pin255.000đMua trước trả sauĐã bán 203.6/5Hà Nội,Mua trước trả sau,255.000đ,Mua trước trả sau,TRỢ GIÁ SHIP Điện thoại 1280 Tặng kèm pin,https://www.sendo.vn/tro-gia-ship-dien-thoai-1280-tang-kem-pin-9365699.html?source_block_id=feed&source_page_id=search_cate1&source_info=desktop2_60_1740105976724_3515dc3c-c8ae-47ff-97e1-6e7161e9777d_-1_default_0_54_3_-1
ĐIỆN THOẠI REALME C33 RAM 8GB/ 256GB 2 SIM5.100.002đ-52%2.499.000đMua trước trả sauĐã bán 224.8/5Hà Nội,5.100.002đ,2.499.000đ,-52%,ĐIỆN THOẠI REALME C33 RAM 8GB/ 256GB 2 SIM,https://www.sendo.vn/dien-thoai-realme-c33-ram-8gb-256gb-2-sim-22101655.html?source_block_id=feed&source_page_id=search_cate1&source_info=desktop2_60_1740105976724_3515dc3c-c8ae-47ff-97e1-6e7161e9777d_-1_default_0_55_3_-1
IPHONE 6S PLUS  MỚI 99 %1.850.000đMua trước trả sauĐã bán 1044.9/5TP.HCM,Mua trước trả sau,1.850.000đ,Mua trước trả sau,IPHONE 6S PLUS  MỚI 99 %,https://www.sendo.vn/iphone-6s-plus-moi-99-17299769.html?source_block_id=feed&source_page_id=search_cate1&source_info=desktop2_60_1740105976724_3515dc3c-c8ae-47ff-97e1-6e7161e9777d_-1_default_0_56_3_-1
iphone 6s 64gb quốc tế chính hãng1.850.000đMua trước trả sauĐã bán 784.8/5TP.HCM,Mua trước trả sau,1.850.000đ,Mua trước trả sau,iphone 6s 64gb quốc tế chính hãng,https://www.sendo.vn/iphone-6s-64gb-quoc-te-chinh-hang-21644160.html?source_block_id=feed&source_page_id=search_cate1&source_info=desktop2_60_1740105976724_3515dc3c-c8ae-47ff-97e1-6e7161e9777d_-1_default_0_57_3_-1
điện thoại Oppo A73 5G Ram 8GB/ 256GB FullBox4.200.000đ-49%2.160.000đMua trước trả sauĐã bán 735/5Hà Nội,4.200.000đ,2.160.000đ,-49%,điện thoại Oppo A73 5G Ram 8GB/ 256GB FullBox,https://www.sendo.vn/dien-thoai-oppo-a73-5g-ram-8gb-256gb-fullbox-7538222.html?source_block_id=feed&source_page_id=search_cate1&source_info=desktop2_60_1740105976724_3515dc3c-c8ae-47ff-97e1-6e7161e9777d_-1_default_0_58_3_-1
Điện thoại Vivo Y19 ram 8GB/ 128GB 2 Sim Fullbox3.500.001đ-49%1.799.000đMua trước trả sauĐã bán 184.6/5Hà Nội,3.500.001đ,1.799.000đ,-49%,Điện thoại Vivo Y19 ram 8GB/ 128GB 2 Sim Fullbox,https://www.sendo.vn/dien-thoai-vivo-y19-ram-8gb-128gb-2-sim-fullbox-12508734.html?source_block_id=feed&source_page_id=search_cate1&source_info=desktop2_60_1740105976724_3515dc3c-c8ae-47ff-97e1-6e7161e9777d_-1_default_0_59_3_-1
Điện thoại Oppo Reno 4Z 5G Ram 12GB/256GB5.000.000đ-51%2.490.000đMua trước trả sauĐã bán 455/5Hà Nội,5.000.000đ,2.490.000đ,-51%,Điện thoại Oppo Reno 4Z 5G Ram 12GB/256GB,https://www.sendo.vn/dien-thoai-oppo-reno-4z-5g-ram-12gb256gb-5956294.html?source_block_id=feed&source_page_id=search_cate1&source_info=desktop2_60_1740105976724_3515dc3c-c8ae-47ff-97e1-6e7161e9777d_-1_default_0_60_3_-1
